STT,TuNgu,SoTu,PhienAm,IPA,LoaiTu,SoNghia,NghiaTiengViet,GhiChu,MoTa1,MoTa2
244,ꪮ꫁ꪱꪫ ꪻꪐ꪿,1,,,đg.,1,khoác lác,,ꪑꪱ ꪡꪰꪉ ꪠꪴ꫁ ꪮ꫁ꪱꪫ ꪻꪐ꪿: đừng nghe kẻ khoác lác,
245,ꪯꪱꪫ ꫟,1,,,t.,1,ồn,,ꪎꪸꪉ ꪯꪱꪫ ꫟ ꪀꪺꪉ ꪹꪭꪙ: tiếng ồn trong nhà,
246,ꪯꪱꪫ ꪹꪯꪸꪫ,1,,,t.,1,huyên náo,,ꪯꪱꪫ ꪹꪯꪸꪫ ꪘꪰ꫁ꪉ ꪕꪱꪉ: huyên náo ngoài đường,
247,ꪯ꪿ꪱꪫ,1,,,c.,1,suỵt,,"ꪯ꪿ꪱꪫ ꪢꪱ ꪣꪱ ꪶꪄꪚ: suỵt, chó cắn lợn",
248,ꪮꪱꪚ ꪮ꪿ꪺꪉ,1,,,đg.,1,tắm táp,,: ,
249,ꪮꪱꪚ ꪎ꪿ꪺꪥ,1,,,đg.,1,tắm rửa,,ꪹꪩꪷꪉ ꪮꪱꪫ ꪎ꪿ꪺꪥ: năng tắm rửa,
250,ꪯꪱꪚ,1,,,đg.,1,đè nén,,ꪯꪱꪚ ꪹꪤꪸꪙ ꪼꪝ: đè nén nhân dân,
251,ꪯꪱꪚ ꪢ꫁ꪱ,1,,,đg.,1,chơi trội,mua bán,ꪨꪱꪥ ꪹꪉꪷꪙ ꪯꪱꪚ ꪢ꫁ꪱ ꪹꪮꪱ: lắm tiền chơi trội,
252,ꪮꪱꪒ,1,,,d.,1,"hình nộm bằng giẻ đuổi thú rừng, ma quỷ ở nương",,: ,
253,ꪹꪮꪱ,1,,,đg.,1,lấy,,ꪹꪮꪱ ꪨꪺ: lấy củi,
254,ꪹꪮꪱ,1,,,đg.,2,"đem, mang, đưa",,ꪹꪮꪱ ꪀꪴꪚ ꪼꪜ ꪕ꪿ꪮꪥ: đem nón đi theo,
255,ꪹꪮꪱ,1,,,đg.,3,cho vào,,ꪹꪮꪱ ꪚꪴꪒ ꪻꪎ꪿ ꪶꪖꪉ: cho bút vào túi,
256,ꪹꪮꪱ,1,,,đg.,4,dùng,,ꪹꪮꪱ ꪣꪲꪒ ꪔꪰꪒ: lấy dao chặt,
257,ꪹꪮꪱ ꪻꪊ,1,,,đg.,1,tùy ý,,ꪹꪮꪱ ꪻꪊ ꪝꪲ꪿ ꪙ꫁ꪮꪉ: tùy ý anh em,
258,ꪹꪮꪱ ꪻꪊ,1,,,đg.,2,lấy lòng,,ꪫ꪿ꪱ ꪼꪫ꫁ ꪹꪮꪱ ꪻꪊ ꪀꪽ: nói để lấy lòng nhau,
259,ꪹꪮꪱ ꪘ꫁ꪱ,1,,,đg.,1,giữ tiếng,,ꪹꪮꪱ ꪘ꫁ꪱ ꪻꪬ꫁ ꪹꪯꪸꪣ: giữ tiếng cho mẹ,
260,ꪹꪮꪱ ꪠꪮꪀ,1,,,đg.,1,"chịu đực, chịu tơ",lợn,ꪢꪴ ꪹꪮꪱ ꪠꪮꪀ: lợn chịu đực,
261,ꪹꪮꪱ ꪝꪷ꪿,1,,,đg.,1,chịu trống,gia cầm,ꪼꪀ꪿ ꪹꪮꪱ ꪝꪷ꪿: gà chịu trống,
262,ꪹꪮꪱ ꪔꪱꪥ,1,,,t.,1,"bạt mạng, vong mạng",,ꪵꪩ꪿ꪙ ꪹꪮꪱ ꪔꪱꪥ: chạy bạt mạng,
263,ꪹꪮꪱ ꪹꪖꪷ꪿ꪀ,1,,,đg.,1,chịu đực,đại gia súc,ꪁꪫꪱꪥ ꪹꪮꪱ ꪹꪖꪷ꪿ꪀ: trâu chịu đực,
264,ꪹꪮ꪿ꪱ,1,,,tr.,1,đấy,,"ꪹꪮ꪿ꪱ ꪀꪴ ꪫ꪿ꪱ ꪙꪱ: đấy, tôi đã bảo mà!",
265,ꪹꪮ꫁ꪱ,1,,,t.,1,bức,,ꪡ꫁ꪱ ꪭ꫁ꪮꪙ ꪹꪮ꫁ꪱ: trời nóng bức,
266,ꪹꪮ꫁ꪱ ꪹꪈꪱ,1,,,t.,1,"ngột ngạt, nồng nực",,ꪮꪱꪥ ꪡ꫁ꪱ ꪹꪮ꫁ꪱ ꪹꪈꪱ: không khí khó chịu,
267,ꪹꪮ꫁ꪱ ꪮꪳꪒ,1,,,t.,1,"oi bức, bức bối",,ꪡ꫁ꪱ ꪹꪮ꫁ꪱ ꪮꪳꪒ: trời oi bức,
268,ꪻꪯ ꫟,1,,,t.,1,đầy hơi,,ꪜꪴꪣ ꪻꪯ ꫟ ꪤꪴ꪿: bụng đầy hơi.,
269,ꪼꪮ,1,,,đg.,1,ho,,ꪀꪲꪙ ꪤꪱ ꪼꪮ: uống thuốc ho,
270,ꪼꪮ ꪩ꫁ꪱ,1,,,đg.,1,ho khan,,: ,
271,ꪼꪮ꫁ ꪙꪾ꫁,1,,,đg.,1,oi nước,,ꪙꪱ ꪼꪮ꫁ ꪙꪾ꫁ : ruộng oi nước,
272,ꪮꪰꪀ ꫟,1,,,đg.,1,dỗ dành,vh,: ,
273,ꪮꪰꪀ ꪮ꪿ꪮꪥ,1,,,đg.,1,cám dỗ,,ꪮꪰꪀ ꪮ꪿ꪮꪥ ꪹꪒꪸ꪿ꪀ ꪙ꫁ꪮꪥ: cám dỗ trẻ con,
274,ꪯꪰꪀ ꪙꪰꪀ,1,,,t.,1,xốn xang,,ꪹꪜꪸꪙ ꪯꪰꪀ ꪙꪰꪀ ꪘꪰ꫁ꪉ ꪀꪺꪉ ꪻꪊ: thấy xốn xang trong lòng,
275,ꪮꪾ,1,,,.ctxđ,1,x. ꪠꪲ ꪮꪾ,,: ,
276,ꪮꪾ ꪚꪱ,1,,,d.,1,hoa văn hình quả trám,,: ,
277,ꪮꪾ꪿ ꪼꪠ꪿,1,,,đg.,1,lặng thinh,,ꪙꪰ꪿ꪉ ꪮꪾꪾꪾ꪿ ꪼꪠ꪿: ngồi lặng thinh,
278,ꪮꪾ꫁,1,,,t.,1,"ẩm, ớm",,"ꪒꪲꪙ ꪮꪾ꫁: đất ẩm, đất ớm",
279,ꪮꪾ꫁ ꪮꪲ꪿ꪉ,1,,,đg.,1,giéo giắt,,ꪊꪰꪀ ꪊ꪿ꪽ ꪭ꫁ꪮꪉ ꪮꪾ꫁ ꪮꪲ꪿ꪉ: ve sầu kêu giéo giắt,
280,ꪮꪾ꫁ ꪈꪾ,1,,,t.,1,ẩm thấp,,ꪀꪺꪉ ꪜ꪿ꪱ ꪮꪾ꫁ ꪈꪾ: trong rừng ẩm thấp,
281,ꪮꪾ꫁ ꪮ꪿ꪮꪥ,1,,,d.,1,hoa văn trắng đen lấm tấm,,: ,
282,ꪮꪾ꫁ ꪜꪱꪀ,1,,,t.,1,trơ khấc,,ꪙꪰ꪿ꪉ ꪮꪾ꫁ ꪜꪱꪀ ꪤꪴ꪿: ngồi trơ khấc,
283,ꪮꪽ,1,,,d.,1,cái,,ꪎꪮꪉ ꪎꪱꪣ ꪮꪽ: vài ba cái,
284,ꪮꪽ,1,,,d.,2,điều,,ꪹꪬꪸꪙ ꪮꪽ ꪒꪲ ꪼꪒ꫁ ꪵꪮꪚ: thấy điều hay phải học,
285,ꪮ꪿ꪽ,1,,,đg.,1,kêu,côn trùng,ꪵꪣꪉ ꪁꪾ꪿ ꪮ꪿ꪽ: ve kêu,
286,ꪮ꪿ꪽ,2,,,p.,1,tận,,ꪣꪲ ꪮ꪿ꪽ ꪬ꫁ꪱ ꫛ: có tận 5 người,
287,ꪮ꫁ꪽ,1,,,d.,1,"ô, ngăn",đống thóc,ꪀꪮꪉ ꪹꪄ꫁ꪱ ꪎꪸꪚ ꪹꪜꪸꪙ ꪮ꫁ꪽ: đống thóc xếp thành ô,
288,ꪯ꫁ꪽ,1,,,đ.,1,"ấy, đấy",,ꪠꪴ꫁ ꪙ꫁ꪽ: người ấy,
289,ꪯ꫁ꪽ ꪹꪩꪸ,1,,,đ.,1,kia kìa,,ꪝꪾꪚ ꪎꪳ ꪯ꫁ꪽ ꪹꪩꪸ: quyển sách kia kìa,
290,ꪮꪾꪚ,1,,,đg.,1,bí hơi,,ꪮꪾꪚ ꪬꪱ ꪻꪊ ꪠꪳꪒ: bí hơi khó thở,
291,ꪮꪾꪚ ꪯꪳ꫁ꪉ,1,,,t.,1,âm u,,ꪡ꫁ꪱ ꪮꪾꪚ ꪮꪳ꪿ꪉ ꪊꪲ꪿ ꪨꪷ ꪶꪠꪙ: trời âm u sắp mưa,
292,ꪮꪾꪚ ꪯꪳ꫁ꪉ,1,,,t.,2,ngần ngừ,,ꪮꪾꪚ ꪯꪳ꫁ꪉ ꪹꪚ꪿ꪱ ꪵꪮ꪿ ꪼꪜ: ngần ngừ không muốn đi,
293,ꪮꪰꪒ ꪵꪮ꫁ꪫ,1,,,t.,1,ngoắt ngoéo,,ꪕꪱꪉ ꪮꪰꪒ ꪵꪮ꫁ꪫ: đường ngoắt ngoéo,
294,ꪚꪱ ꪹꪓꪷꪥ,1,,,d.,1,muôn đời,vh,ꪎꪴꪒ ꪋ꪿ꪺ ꪚꪱ ꪹꪓꪷꪥ: ,
295,ꪚꪱ ꪼꪕ,1,,,đ.,1,ta,vh,ꪚꪱ ꪼꪕ ꪹꪒꪷꪙ ꪜ꪿ꪮꪉ: ta đã đi tới,
296,ꪚꪱ ꪼꪕ,1,,,đ.,2,người,vh,ꪚꪱ ꪼꪕ ꪁꪳꪙ ꪁꪮꪚ: người đã trở lại,
297,ꪚ꪿ꪱ,1,,,d.,1,vai,,ꪚ꪿ꪱ ꪒ꫁ꪱꪙ ꪔꪲꪙ ꪹꪝ꫁ꪱ: vai u thịt bắp,
298,ꪚ꪿ꪱ,2,,,đg.,1,đổ,,ꪚꪰ꫁ꪉ ꪙꪾ꫁ ꪚ꪿ꪱ: ống nước đổ,
299,ꪚ꪿ꪱ ꪹꪨ꪿ꪥ,2,,,đg.,1,sã cánh,người,ꪬꪲ꫁ꪫ ꪘꪰꪀ ꪚ꪿ꪱ ꪹꪨ꪿ꪥ: xách nặng sã cánh,
300,ꪚ꪿ꪱ ꪐꪴ꫁ꪉ,1,,,đg.,1,loạn lạc,vh,ꪏꪲ ꪚ꪿ꪱ ꪐꪴ꫁ꪉ: thời loạn lạc,
301,ꪚ꪿ꪱ ꪎꪸꪫ,1,,,đg.,1,tan hoang,,ꪚ꫁ꪱꪙ ꪹꪣꪉ ꪚ꪿ꪱ ꪎꪸꪫ: bản mường tan hoang,
302,ꪚ꫁ꪱ,1,,,d.,1,đa,cây,ꪀꪷ ꪚ꫁ꪱ: cây đa,
303,ꪚ꫁ꪱ,2,,,đ.,1,thằng,,ꪚ꫁ꪱ ꪙ꫁ꪮꪥ ꪚꪮꪀ ꪡꪰꪉ: thằng bé ngoan,
304,ꪚ꫁ꪱ,2,,,đ.,2,"ông, anh",thân mật,ꪹꪚ꪿ꪱ ꪼꪒ꫁ ꪹꪙꪸꪀ ꪚ꫁ꪱ ꪹꪯꪷꪥ: không được đâu ông ơi,
305,ꪚ꫁ꪱ,3,,,t.,1,điên,,ꫛ ꪹꪜꪸꪙ ꪚ꫁ꪱ: người bị điên,
306,ꪚ꫁ꪱ,3,,,t.,2,giãy,khi ngủ,ꪹꪒꪸ꪿ꪀ ꪙ꫁ꪮꪥ ꪣꪰꪀ ꪙꪮꪙ ꪚ꫁ꪱ: trẻ con ngủ hay giãy,
307,ꪚ꫁ꪱ ꪭꪱꪒ,1,,,đg.,1,bị thương,,ꪵꪚ꪿ꪙ ꪚ꫁ꪱ ꪭꪱꪒ: bắn bị thương,
308,ꪚ꫁ꪱ ꪭꪱꪒ,1,,,đg.,2,ngoắc ngoải,,ꪼꪀ꪿ ꪊꪾꪚ ꪜꪳꪙ ꪚ꫁ꪱ ꪭꪱꪒ: gà trúng tên ngoắc ngoải,
309,ꪚ꫁ꪱ ꪩꪱꪣ,1,,,đg.,1,lảo đảo,,ꪹꪣꪱ ꪹꪨ꫁ꪱ ꪑ꪿ꪱꪉ ꪚ꫁ꪱ ꪩꪱꪣ ꪼꪜ: say rượu đi lảo đảo,
310,ꪚ꫁ꪱ ꪩꪱꪣ,1,,,đg.,2,thất thểu,,ꪚ꫁ꪱ ꪨꪴ꫁ ꪚ꫁ꪱ ꪩꪱꪣ: thất tha thất thểu,
311,ꪚ꫁ꪱ ꪩꪱꪣ,1,,,đg.,3,tất tả,,ꪚ꫁ꪱ ꪩꪱꪣ ꪼꪜ ꪎ꪿ꪱꪫ ꪩꪴꪀ: tất tả đi tìm con,
312,ꪚ꫁ꪱ ꪹꪨ꫁ꪱ,1,,,t.,1,nát rượu,,: ,
313,ꪚ꫁ꪱ ꪹꪩꪒ,1,,,t.,1,hung dữ,bị thương,ꪹꪎ ꪊꪾꪚ ꪓ꫁ꪱꪙ ꪚ꫁ꪱ ꪹꪩꪒ: hổ trúng đạn hung dữ,
314,ꪚ꫁ꪱ ꪢꪴ,1,,,d.,1,động kinh,,: ,
315,ꪚ꫁ꪱ ꪔꪱꪥ,1,,,đg.,1,giãy chết,,: ,
316,ꪚ꫁ꪱ ꪎꪱꪫ,1,,,t.,1,si tình,nam,: ,
317,ꪛꪱ,1,,,đ.,1,bà,,ꪹꪭꪱ ꪹꪯꪸꪣ ꪛꪱ: hầu bà lớn,
318,ꪛꪱ ꪣꪴ꫁,1,,,d.,1,"bà mụ, bà đỡ đẻ",,: ,
321,ꪛꪱ ꪣꪴ꫁,2,,,d.,1,nữ tu sĩ,,: ,
322,ꪵꪚ꪿ꪀ,1,,,d.,1,tuần đinh,,ꪵꪚ꪿ꪀ ꪹꪭꪙ ꪡꪸ: tuần đinh nhà phìa,
323,ꪚꪱꪥ,1,,,đg.,1,túm,,ꪚꪱꪥ ꪔꪲꪙ ꪢꪴ: túm chân lợn,
324,ꪚꪱꪥ,2,,,đg.,1,rẫy cỏ,,ꪚꪱꪥ ꪼꪭ꪿: rẫy cỏ nương,
325,ꪚꪱꪥ ꪔꪲꪙ,1,,,đg.,1,rẫy cỏ đợt một,"nương, vườn",: ,
326,ꪚ꪿ꪱꪥ ꪘ꫁ꪱ,1,,,đg.,1,ngoảnh mặt,vh,ꪙꪱꪉ ꪚ꪿ꪱꪥ ꪘ꫁ꪱ ꪑ꪿ꪱꪉ ꪑ꫁ꪱꪥ: nàng ngoảnh mặt bước đi,
327,ꪚ꫁ꪱꪥ,1,,,đg.,1,chèo,,ꪚ꫁ꪱꪥ ꪹꪭ: chèo thuyền,
328,ꪛꪱꪥ,1,,,d.,1,bài,,ꪬꪺ ꪛꪱꪥ: đầu bài,
329,ꪛ꫁ꪱꪣ,1,,,d.,1,hõm,núi,ꪛ꫁ꪱꪣ ꪝꪴ: hõm núi,
330,ꪚꪱꪙ,1,,,d.,1,bừa,nông cụ,ꪄꪰ꫁ꪉ ꪚꪱꪙ: cái bừa,
331,ꪚꪱꪙ,2,,,đg.,1,bừa,,*ꪼꪖ ꪼꪭ꪿ ꪚꪱꪙ ꪙꪱ: cày bừa ruộng nương,
332,ꪚꪱꪙ ꪚꪮꪀ,1,,,đg.,1,bảo ban,vh,ꪚꪱꪙ ꪚꪮꪀ ꪭꪸꪙ ꪎꪳ: bảo ban học hành,
333,ꪚꪱꪙ ꪬ꪿ꪱ ꪠ꫁ꪱꪙ,1,,,d.,1,bừa đợt một,,: ,
334,ꪚꪱꪙ ꪬꪴ,1,,,d.,1,vành tai,,: ,
335,ꪚꪱꪙ ꪬꪴ ꪶꪑ꫁ꪀ,1,,,đg.,1,"vểnh râu, lên râu",,ꪼꪒ꫁ ꪎꪳꪉ ꪚꪱꪙ ꪬꪴ ꪶꪑ꫁ꪀ ꪄꪳ꫁ꪙ: được khen vểnh râu lên,
336,ꪚꪱꪙ ꪄ꪿ꪱꪉ,1,,,d.,1,ban đã kết hạt,hoa,: ,
337,ꪚꪱꪙ ꪄ꪿ꪱꪉ,2,,,đg.,1,bừa đợt hai,,: ,
338,ꪚꪱꪙ ꪩꪱꪒ,1,,,đg.,1,bừa đợt cuối để cấy,,: ,
339,ꪚꪱꪙ ꪝꪴꪙ,1,,,d.,1,hoa ban nở rộ,,: ,
340,ꪚꪱꪙ ꪁꪫꪱꪣ,1,,,đg.,1,ngỏ lời,vh,ꪚꪱꪙ ꪁꪫꪱꪣ ꪨꪮꪣ ꪮ꪿ꪮꪙ: ngỏ lời cùng em,
341,ꪚꪱꪙ ꪎꪱꪉ,1,,,d.,1,"bừa cào, bàn trang",,: ,
342,ꪚꪱꪙ ꪎ꪿ꪱꪉ,1,,,d.,1,,,: ,
343,ꪚ꪿ꪱꪙ,1,,,đg.,1,mẻ,,ꪶꪁꪣ ꪣꪲꪒ ꪚ꪿ꪱꪙ: lưỡi dao mẻ,
344,ꪚ꫁ꪱꪙ,1,,,d.,1,bản,,ꪚ꫁ꪱꪙ ꪻꪐ꪿ ꪹꪣꪉ ꪨꪺꪉ: bản to mường lớn,
345,ꪚ꫁ꪱꪙ ꪊ꫁ꪱꪥ,1,,,d.,1,bàn chải,,: ,
346,ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ,1,,,d.,1,"bản làng, làng xóm",,: ,
347,ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ,1,,,d.,2,làng xóm,,: ,
348,ꪚ꫁ꪱꪙ ꪹꪣꪉ,1,,,d.,1,bản mường,,: ,
349,ꪚ꫁ꪱꪙ ꪙꪱ,1,,,d.,1,làng mạc,,: ,
350,ꪚ꫁ꪱꪙ ꪙꪱ,1,,,d.,2,nông thôn,,ꪚ꫁ꪱꪙ ꪙꪱ ꪻꪢ꪿: nông thôn mới,
351,ꪛꪱꪙ,1,,,đg.,1,bàn,,ꪛꪱꪙ ꪫꪸꪀ ꪹꪣꪉ: bàn việc nước,
352,ꪛ꫁ꪱꪙ,1,,,d.,1,bạn,,ꪼꪜ ꪤꪱꪣ ꪛ꫁ꪱꪙ: đi thăm bạn,
353,ꪛ꫁ꪱꪙ ꪭ꫁ꪮꪀ,1,,,d.,1,bạn học,,ꪛ꫁ꪱꪙ ꪭ꫁ꪮꪀ ꪵꪔ꪿ ꪙ꫁ꪮꪥ: bạn học từ nhỏ,
354,ꪛ꫁ꪱꪙ ꪹꪡꪉ,1,,,d.,1,"bạn bè, bầu bạn",,: ,
355,ꪚꪱꪉ,1,,,t.,1,mỏng,,ꪊꪸ꫁ ꪚꪱꪉ: giấy mỏng,
356,ꪚꪱꪉ,1,,,t.,2,"mảnh, thanh",,ꫛ ꪚꪱꪉ: mảnh người,
357,ꪚꪱꪉ,1,,,t.,3,"vợi, vãn",,ꪶꪔ ꪜ꪿ꪱ ꪚꪱꪉ ꪼꪜ: thú rừng vợi đi,
358,ꪚꪱꪉ ꪵꪤꪉ ꪵꪥ,1,,,t.,1,mỏng tanh,,ꪹꪎ꫁ ꪚꪱꪉ ꪵꪤꪉ ꪵꪥ: áo mỏng tanh,
359,ꪚꪱꪉ ꪵꪁ꫁,1,,,.ctxđ,1,,,: ,
360,ꪚꪱꪉ ꪪꪸ,1,,,t.,1,"mỏng manh, mỏng mảnh",vật thể,ꪚꪸ꪿ ꪊꪸ꫁ ꪚꪱꪉ ꪪꪸ: tờ giấy mỏng manh,
361,ꪚꪱꪉ ꪎꪰꪮꪱꪒ,1,,,đg.,1,"vợi hản, vãn hẳn",,ꫛ ꪚꪱꪉ ꪎꪰꪮꪱꪒ ꪼꪜ: người vãn hẳn đi.,
362,ꪚ꪿ꪱꪉ,1,,,d.,1,sóc bay,,: ,
363,ꪚ꪿ꪱꪉ,2,,,t.,1,"lang, khoang",,ꪢꪴ ꪚ꪿ꪱꪉ: lợn lang,
364,ꪚ꫁ꪱꪉ,1,,,d.,1,bảng,,ꪵꪔ꫁ꪣ ꪚ꫁ꪱꪉ: viết bảng,
365,ꪚ꫁ꪱꪉ ꪒꪾ,1,,,d.,1,bảng đen,,: ,
366,ꪚ꫁ꪱꪉ ꪔꪲ꪿ꪉ,1,,,d.,1,bảng tính,,: ,
367,ꪚ꫁ꪱꪉ ꪶꪎ꪿,1,,,d.,1,bảng số,,: ,
368,ꪵꪚꪉ ꪵꪚ꪿ꪫ,1,,,t.,1,quạnh quẽ,,ꪜ꪿ꪱ ꪝꪴ ꪵꪚꪉ ꪵꪚ꪿ꪫ: rừng núi quạnh quẽ,
369,ꪵꪚ꪿ꪉ,1,,,d.,1,bánh,,ꪵꪚ꪿ꪉ ꪵꪀ꫁ꪫ: bánh kẹo,
370,ꪚ꪿ꪱꪫ,1,,,d.,1,báo,,ꪵꪩ ꪚ꪿ꪱꪫ: xem báo,
371,ꪚ꪿ꪱꪫ,2,,,d.,1,trai,,ꪫꪸꪀ ꪚ꪿ꪱꪫ ꪎꪱꪫ: chuyện trai gái,
372,ꪚ꪿ꪱꪫ,2,,,d.,2,,,: ,
373,ꪚ꪿ꪱꪫ,3,,,d.,1,,,: ,
374,ꪚ꪿ꪱꪫ ꪚ꫁ꪱꪙ,1,,,d.,1,"trai bản, trai làng",,: ,
375,ꪚ꪿ꪱꪫ ꪁ꫁ꪱ,1,,,d.,1,trai hầu chủ buôn,,: ,
376,ꪚ꪿ꪱꪫ ꪻꪋ꫁,1,,,d.,1,trai hầu,,ꪚ꪿ꪱꪫ ꪻꪋ꫁ ꪹꪭꪙ ꪀꪫꪱꪙ: trai hầu nhà quan,
377,ꪚ꪿ꪱꪫ ꪊ꫁ꪮꪙ,1,,,d.,1,,,: ,
378,ꪚ꪿ꪱꪫ ꪋꪺ,1,,,d.,1,trai giúp việc di cư,,: ,
379,ꪚ꪿ꪱꪫ ꪀꪴꪙ,1,,,d.,1,trai nhà quyền thế,vh,: ,
380,ꪚ꪿ꪱꪫ ꪹꪤꪸꪙ,1,,,d.,1,,,: ,
381,ꪚ꪿ꪱꪫ ꪒꪱꪥ,1,,,d.,1,trai độc thân,,: ,
382,ꪚ꪿ꪱꪫ ꪭꪱꪣ,1,,,d.,1,trai tơ,,: ,
383,ꪚ꪿ꪱꪫ ꪵꪀ꪿,1,,,d.,1,,,: ,
384,ꪚ꪿ꪱꪫ ꪣ꫁ꪱ,1,,,d.,1,giám mã,,: ,
385,ꪚ꪿ꪱꪫ ꪙꪱ,1,,,d.,1,lực điền,,: ,
386,ꪚ꪿ꪱꪫ ꪙ꫁ꪮꪥ,1,,,d.,1,thiếu niên,nam,: ,
387,ꪚ꪿ꪱꪫ ꪙ꫁ꪮꪥ,2,,,d.,1,trai thường dân,,: ,
388,ꪚ꪿ꪱꪫ ꪘ꪿ꪮꪣ,1,,,d.,1,trai trẻ,,ꪏꪲ ꪚ꪿ꪱꪫ ꪘ꪿ꪮꪣ: thời trai trẻ,
389,ꪚ꪿ꪱꪫ ꪵꪝꪫ,1,,,d.,1,trai tráng,,: ,
390,ꪚ꪿ꪱꪫ ꪵꪕꪫ,1,,,d.,1,tôi tớ,,*ꪚ꪿ꪱꪫ ꪵꪕꪫ ꪁꪫꪱꪥ ꪣ꫁ꪱ: tôi tớ như trâu ngựa,
391,ꪚ꪿ꪱꪫ ꪹꪖ꫁ꪱ,1,,,d.,1,con trai luống tuổi,,: ,
392,ꪚ꪿ꪱꪫ ꪎꪱꪫ,1,,,d.,1,trai gái,,ꪚ꪿ꪱꪫ ꪎꪱꪫ ꪮꪲ꫁ꪙ ꪣ꪿ꪺꪙ: trai gái vui trời,
393,ꪚꪱꪚ,1,,,d.,1,"tai, tai vạ",,ꪼꪒ꫁ ꪚꪱꪚ ꪼꪒ꫁ ꪹꪫꪸꪙ: tai bay vạ gió,
394,ꪚꪱꪚ,1,,,d.,2,"cực, khốn",,ꪚꪱꪚ ꪻꪊ: cực lòng,
395,ꪚ꪿ꪱꪫ,4,,,đg.,1,báo,,ꪚ꪿ꪱꪫ ꪹꪩ꪿ꪱ ꪻꪬ꫁ ꪭꪴ꫁: báo lại cho hay,
396,ꪚꪱꪚ ꪻꪢ,1,,,đg.,1,phạt vạ,,: ,
397,ꪚꪱꪚ ꪣꪷ꪿,1,,,t.,1,vất vả,,ꪹꪥꪸꪒ ꪀꪲꪙ ꪚꪱꪚ ꪣꪷ꪿: làm ăn vất vả,
398,ꪚꪱꪚ ꪹꪫꪸꪙ,2,,,t.,1,"tai ác, quái ác",,ꪹꪥꪸꪒ ꪚꪱꪚ ꪹꪫꪸꪙ ꪻꪬ꫁ ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ: gây tai ác cho làng xóm,
399,ꪛꪱꪚ,1,,,t.,1,,,: ,
400,ꪚꪱꪒ,1,,,d.,1,nhát,,*ꪎꪲꪚ ꪚꪱꪒ ꪝ꫁ꪱ ꪹꪚ꪿ꪱ ꪕꪷ꪿ ꪬ꫁ꪱ ꪚꪱꪒ ꪄꪫꪱꪙ: mười nhát dao không bằng năm nhát rìu,
401,ꪚꪱꪒ,2,,,d.,1,bước,,ꪑ꪿ꪱꪉ ꪼꪜ ꪎꪮꪉ ꪚꪱꪒ: bước đi hai bước,
402,ꪚꪱꪒ,3,,,đg.,1,đứt,,ꪣꪲꪒ ꪚꪱꪒ ꪣꪳ: dao đứt tay,
403,ꪚꪱꪒ ꪒꪸꪫ,1,,,p.,1,,,: ,
404,ꪹꪚꪱ,1,,,t.,1,nhẹ,,ꪬꪱꪚ ꪹꪚꪱ: gánh nhẹ,
405,ꪹꪚꪱ ꪚꪱꪉ,1,,,t.,1,"nhẹ nhõm, nhẹ mình",,ꪼꪜ ꪩ꫁ꪱ ꪹꪚꪱ ꪚꪱꪉ: đi không nhẹ nhõm,
406,ꪹꪚꪱ ꪄꪤꪮꪉ,1,,,t.,1,nhẹ tênh,,ꪵꪣ꪿ ꪙ꫁ꪮꪥ ꪹꪚꪱ ꪄꪤꪮꪉ: con bé nhẹ tênh,
407,ꪹꪚꪱ ꪯꪥꪮꪒ,1,,,t.,1,nhẹ bỗng,,ꪬꪷ꪿ ꪁꪺꪙ ꪹꪚꪱ ꪯꪥꪮꪒ: bao thuốc nhẹ bỗng,
408,ꪹꪚꪱ ꪶꪖꪉ,1,,,t.,1,nhẹ túi,,ꪹꪚ꪿ꪱ ꪹꪥꪸꪒ ꪮꪮꪀ ꪹꪚꪱ ꪶꪖꪉ: không làm ra nhẹ túi,
409,ꪹꪚꪱ ꪶꪔ,1,,,t.,1,nhẹ người,,ꪀꪲꪙ ꪤꪱ ꪻꪎ꪿ ꪹꪬꪸꪙ ꪹꪚꪱ ꪶꪔ: uống thuốc vào thấy nhẹ người,
410,ꪹꪚ꪿ꪱ,1,,,p.,1,"không, chẳng",,ꪹꪚ꪿ꪱ ꪣꪲ ꪹꪥꪸꪒ ꪨꪷ꫁ ꪹꪚ꪿ꪱ ꪣꪲ ꪀꪲꪙ: không làm thì chẳng có ăn,
411,ꪹꪚ꪿ꪱ ꪮꪱꪥ ꪎꪰꪉ,1,,,p.,1,"chẳng bõ, chẳng bõ bèn",,ꪀꪲꪙ ꪙ꫁ꪮꪥ ꪹꪚ꪿ꪱ ꪮꪱꪥ ꪎꪰꪉ:  ăn ít chẳng bõ,
412,ꪹꪚ꪿ꪱ ꪹꪁ꫁ꪱ,1,,,p.,1,"không chơi, thèm vào",,ꪫ꪿ꪱ ꪹꪋꪸ꫁ꪙ ꪵꪕ꫁ ꪹꪚ꪿ꪱ ꪹꪁ꫁ꪱ: nếu như thế thì không chơi,
413,ꪹꪚ꪿ꪱ ꪊꪺꪚ,1,,,p.,1,đừng hòng,,ꪹꪚ꪿ꪱ ꪋ꪿ꪮꪥ ꪵꪕ꫁ ꪹꪚ꪿ꪱ ꪊꪺꪚ: không giúp thì đừng hòng!,
