STT,TuNgu,SoTu,PhienAm,IPA,LoaiTu,SoNghia,NghiaTiengViet,GhiChu,MoTa1,MoTa2
9835,ꪠꪲ꪿ꪫ,1,,,cxđ.,3,tiết lộ,,ꪹꪚꪱ꪿ ꪠꪲ꪿ꪫ ꪻꪬ꫁ ꪻꪠ ꪭꪴ꫁: không tiết lộ cho ai biết,
9836,ꪵꪠꪨ ꪵꪔ,1,,,cxđ.,1,trẹt lét,,ꪻꪚ ꪵꪨ ꪵꪠꪨ ꪵꪔ: cái đĩa trẹt lét,
9837,ꪵꪡꪩꪒ ꪵꪡꪩꪒ,1,,,cxđ.,1,đành đạch,,ꪜꪱ ꪒꪲ꫁ꪙ ꪵꪡꪩꪒ ꪵꪡꪩꪒ: cá giãy đành đạch,ꪶꪙ꫁ꪀ ꪊꪮꪀ ꪒꪲ꫁ꪙ ꪵꪡꪩꪒ ꪵꪕꪒ: chim sẻ giãy đành đạch
9838,ꪹꪝꪸꪩꪚ ꪹꪕꪸꪚ,1,,,cxđ.,1,,,,
9839,ꪡꪩꪸ꫁ ꪡꪩꪸ꫁,1,,,cxđ.,1,,mc,,
9840,ꪶꪠꪨꪀ,1,,,cxđ.,1,"ổ gà, hốc",,ꪕꪱꪉ ꪶꪠꪨꪀ: đường ổ gà,ꪶꪠꪨꪀ ꪒ꪿ꪱꪙ: hốc đá
9841,ꪶꪠꪨꪀ ꪹꪠꪸꪨꪀ,1,,,cxđ.,1,hang hốc,,,
9842,ꪠꪐꪱ,1,,,cxđ.,1,"mưu lược, mưu trí",,ꪠꪐꪱ ꪀ꫁ꪫꪱꪉ ꪄꪫꪱꪉ: mưu lược cao siêu,
9843,ꪡꪑꪱꪒ,1,,,cxđ.,1,suyễn,,,
9844,ꪠꪷ,1,,,cxđ.,1,nướng,bọc lá,ꪠꪷ ꪜꪱ: nướng cá,
9845,ꪠꪷ꪿,1,,,cxđ.,1,ngó,xa,ꪠꪷ꪿ ꪶꪩꪉ ꪀꪱꪉ ꪄ꪿ꪺꪉ: ngó xuống sân,
9846,ꪠꪷ꪿,1,,,cxđ.,2,trông,nhìn,ꪠꪷ꪿ ꪹꪬꪸꪙ ꪹꪯꪸꪣ ꪼꪜ ꪩꪱꪒ ꪣꪱ: trông thấy mẹ đi chợ về,
9847,ꪠꪷ꪿,1,,,cxđ.,3,ngước,,ꪠꪷ꪿ ꪔꪱ ꪵꪩ ꪹꪚꪙ: ngước mắt ngắm trăng,
9848,ꪠꪮꪥ,1,,,cxđ.,1,tan,,ꪄꪰ꫁ꪉ ꪶꪀ꪿ꪀ ꪵꪔꪀ ꪠꪮꪥ: cái cốc vỡ tan,
9849,ꪠꪮꪥ ꪏꪩꪾꪚ,1,,,cxđ.,1,"tan tành, tan nát",,ꪖ꫁ꪺꪥ ꪵꪔꪀ ꪠꪮꪥ ꪏꪩꪾꪚ: bát vỡ tan tành,
9850,ꪠ꪿ꪮꪥ,1,,,cxđ.,1,giòn,,ꪔꪮꪀ ꪠ꪿ꪮꪥ: lạt giòn,
9851,ꪠ꪿ꪮꪥ,1,,,cxđ.,2,mau,,ꪙꪾ꫁ ꪔꪱ ꪠ꪿ꪮꪥ: mau nước mắt,
9852,ꪠꪮꪀ,1,,,cxđ.,1,"đực, dái","động vật móng guốc, chó",ꪢꪴ ꪠꪮꪀ: lợn đực; lợn dái,ꪁꪫꪱꪥ ꪠꪮꪀ: trâu đực
9853,ꪡꪮꪀ,1,,,cxđ.,1,đập,rơi đổ,ꪩ꫁ꪮꪣ ꪵꪎ ꪶꪜꪣ ꪬꪺ ꪡꪮꪀ ꪶꪩꪉ ꪀꪱꪉ ꪕꪱꪉ: ngã xe đầu đập xuống đường,ꪢꪱꪀ ꪝ꫁ꪱꪫ ꪶꪔ꪿ꪀ ꪡꪷ꫁ ꪔ꪿ꪮꪙ ꪒ꪿ꪱꪙ: quả dừa rơi đập hòn đá
9854,ꪡꪮꪀ,1,,,cxđ.,2,"ục, nẹt",,ꪡꪮꪀ ꪻꪬ꫁ ꪀꪲ꫁ ꪔꪱꪫ: ục cho mấy quả,
9855,ꪠꪮꪣ,1,,,cxđ.,1,gầy,,ꪠꪮꪣ ꪋꪰꪒ ꪠꪮꪣ ꪋ꫁ꪮꪥ ꪼꪜ: gầy rộc đi,
9856,ꪠꪮꪣ ꪵꪋꪉꪉ,1,,,cxđ.,1,gầy hom,,,
9857,ꪠꪮꪣ ꪹꪨꪉ,1,,,cxđ.,1,gầy yếu,,,
9858,ꪠꪮꪣ ꪔꪱꪚ ꪤ꫁ꪱꪉ,1,,,cxđ.,1,gầy đét,,,
9859,ꪠꪮꪣ ꪔꪱꪚ ꪥ꫁ꪱꪉ,1,,,cxđ.,1,,,,
9860,ꪠꪮꪣ ꪹꪎ,1,,,cxđ.,1,"làng nhàng, lẳng khẳng, lẳng ngẳng",,ꪶꪁꪙ ꪠꪮꪣ ꪹꪎ ꪵꪭꪉ: người làng nhàng mà khỏe,
9861,ꪠꪮꪙ,1,,,cxđ.,1,vôi,,ꪒ꪿ꪮꪙ ꪹꪁꪷ꪿ ꪠꪮꪙ: trắng như vôi,
9862,ꪠꪮꪙ ꪒꪲꪚ,1,,,cxđ.,1,vôi sống,,,
9863,ꪠꪮꪙ ꪎꪴ꪿ꪀ,1,,,cxđ.,1,vôi chín,,,
9864,ꪠ꪿ꪮꪙ,1,,,cxđ.,1,"thòng, thọng",,ꪠ꪿ꪮꪙ ꪹꪋꪀ ꪶꪩꪉ ꪒꪲꪙ: thòng dây xuống đất,
9865,ꪡ꪿ꪮꪙ,1,,,cxđ.,1,bó,cỏ gianh,ꪢ꫁ꪺꪥ ꪬꪱꪚ ꪣꪲ ꪵꪜꪒ ꪠꪮꪙ ꪐ꫁ꪱ: mỗi gánh có tám bó gianh,
9866,ꪡ꫁ꪮꪙ,1,,,cxđ.,1,rộn,,ꪉꪲꪙ ꪎꪸꪉ ꪶꪀ꪿ꪉ ꪡ꫁ꪮꪙ ꪄꪳ꫁ꪙ: nghe tiếng trống rộn lên,
9867,ꪡ꫁ꪮꪙ,1,,,cxđ.,2,kêu ầm ĩ,đồng thanh,ꪹꪊꪱ꫁ ꪼꪜ ꪹꪀ ꪝꪳꪉ ꪹꪜꪸꪒ ꪡ꫁ꪮꪙ ꪄꪳ꫁ꪙ: chủ đi cho ăn đàn vịt kêu ầm ĩ lên,
9868,ꪡ꫁ꪮꪙ,1,,,cxđ.,3,trào,,ꪢꪷ꫁ ꪹꪄꪱ꫁ ꪡ꫁ꪮꪙ ꪮꪮꪀ: nồi cơm trào ra,
9869,ꪡ꫁ꪮꪙ,1,,,cxđ.,4,sùi,,ꪙꪾ꫁ ꪏꪩꪱꪥ ꪡ꫁ꪮꪙ ꪮꪮꪀ: sùi bọt mép,
9870,ꪡ꫁ꪮꪉ ꪢꪸ꪿ꪉ,1,,,cxđ.,1,võ thuật,,,
9871,ꪠꪮꪉ,1,,,cxđ.,1,đong,,ꪠꪮꪉ ꪹꪄꪱ꫁: đong gạo,
9872,ꪡꪮꪉ,1,,,cxđ.,1,sóng,,ꪡꪮꪉ ꪙꪾ꫁: sóng nước,
9873,ꪡꪮꪉ,2,,,cxđ.,1,phòng,,ꪡꪮꪉ ꪹꪛꪸ꫁ꪉ ꪭ꪿ꪱ ꪵꪜꪒ ꪝꪱꪙ: phòng bệnh dịch lây lan,
9874,ꪡ꪿ꪮꪉ ꪄꪱꪫ,1,,,cxđ.,1,sóng bạc đầu,,,
9875,ꪡꪮꪉ ꪡꪮꪒ,1,,,cxđ.,1,"bọt, bong bóng",,ꪡꪮꪉ ꪡꪮꪒ ꪙꪾ꫁: bọt nước,ꪡꪮꪉ ꪡꪮꪒ ꪏ꪿ꪱ ꪡ꫁ꪮꪉ: bong bóng xà phòng
9876,ꪡ꪿ꪮꪉ,1,,,cxđ.,1,đến,,ꪬꪺ ꪡ꪿ꪮꪉ ꪼꪎ꫁ ꪠ꫁ꪽ: cười đến đứt ruột,
9877,ꪡ꪿ꪮꪉ ꪋ꪿ꪱꪫ,1,,,cxđ.,1,,,,
9878,ꪠꪮꪒ,1,,,cxđ.,1,"hấp lại, hâm lại",,ꪠꪮꪒ ꪹꪄꪱ꫁ ꪹꪤꪸꪙ: hấp lại cơm nguội,ꪠꪮꪒ ꪵꪀꪉ (ꪮꪴ꪿ꪙ ꪵꪀꪉ): hâm lại canh
9879,ꪡꪮꪒ,1,,,cxđ.,1,"bọt, tăm",,ꪹꪨꪱ꫁ ꪹꪜꪸꪙ ꪡꪮꪒ: rượu nổi bọt,ꪡꪮꪒ ꪜꪱ: tăm cá
9880,ꪡꪮꪒ,1,,,cxđ.,2,"sùi, vọt",,ꪜꪱꪀ ꪙꪾ꫁ ꪏꪩꪱꪥ ꪡꪮꪒ ꪮꪮꪀ: nói sùi tọt mép ra,
9881,ꪶꪠ꪿,1,,,cxđ.,1,phố,,ꪼꪜ ꪮꪲ꫁ꪙ ꪶꪠ꪿: đi chơi phố,
9882,ꪶꪠ꪿ ꪕꪱꪥ,1,,,cxđ.,1,"phố xá, phố phường",,,
9883,ꪶꪡ꪿ ꪶꪡ꪿,1,,,cxđ.,1,phì phèo,,ꪊꪴꪚ ꪁ꪿ꪺꪙ ꪮꪴꪒ ꪶꪡ꪿ ꪶꪡ꪿: hút thuốc lá phì phèo,
9884,ꪶꪡ꪿ ꪶꪡ꪿,1,,,cxđ.,2,vù vù,,ꪔꪱ ꪔꪸ꪿ꪙ ꪑ꫁ꪱꪥ ꪭꪱꪉ ꪚꪲꪙ ꪶꪡ꪿ ꪶꪡ꪿: ong mật rời tổ bay vù vù,
9885,ꪶꪡ꪿ ꪶꪡ꪿,1,,,cxđ.,3,phăng phăng,,ꪁꪫꪱꪥ ꪠꪱ ꪶꪝꪉ ꪶꪡ꪿ ꪶꪡ꪿: trâu băng qua bùn lầy phăng phăng,
9886,ꪶꪠ꪿ꪀ,1,,,cxđ.,1,thả,,ꪶꪠ꪿ꪀ ꪼꪣ꫁ ꪶꪩꪉ ꪘꪮꪉ: thả cây xuống ao,
9887,ꪶꪠ꪿ꪀ,2,,,cxđ.,1,"đặt, bỏ",tiền,ꪶꪠ꪿ꪀ ꪹꪉꪷꪙ ꪏꪳ꫁ ꪐ꫁ꪱ: đặt tiền mua gianh,ꪶꪠ꪿ꪀ ꪠꪴꪉ ꪎꪳ ꪹꪣꪷꪉ ꪚꪴꪙ ꪒꪮꪉ: bỏ phong bì mừng đám cưới
9888,ꪶꪠ꪿ꪀ ꪹꪚꪸꪒ,1,,,cxđ.,1,"buông câu, buông cần",,,
9889,ꪶꪠ꪿ꪀ ꪩꪴꪀ,1,,,cxđ.,1,phá thai,,ꪹꪀꪷ꪿ꪣ ꪶꪠ꪿ꪀ ꪩꪴꪀ: cấm phá thai,
9890,ꪶꪠ꪿ꪀ ꪠꪸ꪿ꪫ,1,,,cxđ.,1,bỏ phiếu,,ꪶꪠ꪿ꪀ ꪠꪸ꪿ꪫ ꪹꪛꪱ ꪹꪊꪱ꫁ ꪔꪱꪉ ꪹꪤꪷꪙ ꪹꪣꪉ: bỏ phiếu bầu đại biểu nhân dân,
9891,ꪶꪠ꪿ꪀ ꪏꪴ,1,,,cxđ.,1,thả dù,,ꪵꪎ ꪚꪲꪙ ꪶꪠ꪿ꪀ ꪏꪴ: máy bay thả dù,
9892,ꪶꪡ꫁ꪀ,1,,,cxđ.,1,"ung, nhọt bọc",,,
9893,ꪶꪡ꫁ꪀ ꪢꪱꪀ ꪐ꫁ꪱ,1,,,cxđ.,1,"nhau, rau",,,
9894,ꪶꪡ꫁ꪀ ꪠꪲ,1,,,cxđ.,1,"ung độc, ung nhọt",,,
9895,ꪶꪡꪀ ꪹꪡꪸꪀ,1,,,cxđ.,1,òm ọp,,ꪕ꪿ꪮꪉ ꪙꪾ꫁ ꪼꪜ ꪶꪡꪀ ꪹꪡꪸꪀ: lội nước òm ọp,
9896,ꪶꪠꪣ,1,,,cxđ.,1,tóc,,ꪔꪰꪒ ꪶꪠꪣ: cắt tóc,ꪑ꫁ꪮꪣ ꪶꪠꪣ: nhuộm tóc
9897,ꪶꪠꪣ ꪁꪽ,1,,,cxđ.,1,"tóc ngứa, tóc sâu",,,
9898,ꪶꪠꪣ ꪹꪋ꫁,1,,,cxđ.,1,"trái đào, cun cút, cút",,,
9899,ꪶꪠꪣ ꪬꪮꪀ,1,,,cxđ.,1,tóc bạc,,,
9900,ꪶꪠꪣ ꪭꪴ꪿ꪙ,1,,,cxđ.,1,tóc thề,,,
9901,ꪶꪠꪣ ꪮ꪿ꪮꪙ,1,,,cxđ.,1,"tóc máu, tóc măng, tóc tơ, tóc sữa",,,
9902,ꪶꪠꪣ ꪹꪡꪥ,1,,,cxđ.,1,tóc mai,,,
9903,ꪶꪠꪙ,1,,,cxđ.,1,mưa,,* ꪵꪄ꪿ꪉ ꪵꪒꪒ ꪥꪮꪙ ꪶꪠꪙ: dầm mưa dãi nắng,
9904,ꪶꪠꪙ ꪥꪴꪥ,1,,,cxđ.,1,mưa phùn,,,
9905,ꪶꪠꪙ ꪬ꪿ꪱ,1,,,cxđ.,1,mưa rào,,,
9906,ꪶꪠꪙ ꪼꪨ ꪵꪚ꫁,1,,,cxđ.,1,mưa bóng mây,,,
9907,ꪶꪠꪙ ꪩꪲꪙ,1,,,cxđ.,1,mưa dầm,,ꪹꪚꪙ ꪹꪊꪸꪒ ꪶꪠꪙ ꪩꪲꪙ: tháng bảy mưa dầm,
9908,ꪶꪠꪙ ꪶꪩꪣ,1,,,cxđ.,1,mưa gió,,ꪶꪠꪙ ꪶꪩꪣ ꪢꪱꪀ ꪵꪣꪉ ꪶꪔ꪿ꪀ: mưa gió hoa quả rụng,
9909,ꪶꪠꪙ ꪶꪩꪣ,1,,,cxđ.,2,bão nước,,ꪶꪠꪙ ꪶꪔ꪿ꪀ ꪣꪰꪀ ꪹꪭꪙ ꪬꪰꪀ: bão nước dễ đổ nhà,
9910,ꪶꪠꪙ ꪢꪱꪀ ꪹꪬꪸꪚ,1,,,cxđ.,1,mưa đá,,,
9911,ꪶꪠꪙ ꪢꪱꪀ ꪹꪬꪸꪚ ꪶꪔ꪿ꪀ,1,,,cxđ.,1,,,,
9912,ꪶꪠꪉ,1,,,cxđ.,1,bay,,ꪄꪴ꪿ꪙ ꪶꪠꪉ ꪹꪄꪱ꫁ ꪔꪱ: bụi bay vào mắt,
9913,ꪶꪠꪉ ꪶꪠꪉ,1,,,cxđ.,1,loạn xạ,,ꪶꪁꪙ ꪵꪩ꪿ꪙ ꪶꪠꪉ ꪶꪠꪉ: người chạy loạn xạ,
9914,ꪶꪠ꫁ꪉ,1,,,cxđ.,1,vùng,,ꪶꪠ꫁ꪉ ꪎꪴꪉ: vùng cao,ꪶꪠ꫁ꪉ ꪹꪣꪉ ꪵꪖꪉ: vùng Mường Thanh
9915,ꪶꪠ꫁ꪉ ꪶꪩ,1,,,cxđ.,1,khu vực,,ꪶꪠ꫁ꪉ ꪶꪩ ꪜꪴꪀ ꪹꪠꪀ ꪀꪷ ꪀꪲꪙ ꪢꪱꪀ: khu vực trồng cây ăn quả,
9916,ꪶꪡꪉ,1,,,cxđ.,1,,,,
9917,ꪶꪡꪉ ꪒꪲꪚ,1,,,cxđ.,1,háu đói,,ꪶꪡꪉ ꪒꪲꪚ ꪹꪬꪸꪙ ꪊꪲ꪿ ꪀꪲꪙ ꪼꪈ: háu đói thấy muốn ăn ngay,
9918,ꪶꪡꪉ ꪀꪲꪙ ꪹꪨꪸ꪿ꪀ,1,,,cxđ.,1,nam châm,,,
9919,ꪶꪡꪚ,1,,,cxđ.,1,cháy bùng,,ꪼꪡ ꪶꪡꪚ ꪄꪳ꫁ꪙ: lửa cháy bùng lên,
9920,ꪶꪡꪚ ꪶꪡꪚ,1,,,cxđ.,1,loạt xoạt,,ꪙꪴ꪿ꪉ ꪎꪲ꫁ꪙ ꪼꪜ ꪙꪽ ꪶꪡꪚ ꪶꪡꪚ: mặc váy đi kêu loạt xoạt,
9921,ꪶꪡꪚ ꪶꪡꪚ,1,,,cxđ.,2,"phành phạch, phạch phạch",,ꪼꪀ꪿ ꪶꪔꪚ ꪜꪲꪀ ꪙꪽ ꪶꪡꪚ ꪶꪡꪚ: gà vỗ cánh kêu phành phạch,
9922,ꪶꪠꪒ,1,,,cxđ.,1,cuộn,nhỏ,ꪶꪠꪒ ꪹꪋꪀ ꪙꪳ꪿ꪉ: một cuộn dây,
9923,ꪶꪠꪒ,2,,,cxđ.,1,kết thành quả,,ꪢꪱꪀ ꪣ꪿ꪺꪉ ꪶꪠꪒ ꪵꪩ꫁ꪫ: xoài đã kết thành quả,
9924,ꪶꪡꪒ,1,,,cxđ.,1,"chà, chà chạnh",cây tươi,ꪔꪰꪒ ꪶꪡꪒ ꪻꪝ ꪭ꫁ꪺ: chặt chà giắt vào hàng rào,
9925,ꪶꪡꪒ,2,,,cxđ.,1,sôi,,ꪢꪷ꫁ ꪙꪾ꫁ ꪶꪡꪒ ꪵꪩ꫁ꪫ: nồi nước đã sôi,
9926,ꪶꪡꪒ,2,,,cxđ.,2,"sôi, náo",,ꪹꪕꪸꪉ ꪚ꫁ꪱꪙ ꪶꪡꪒ ꪄꪳ꫁ꪙ: cả bản sôi lên; cả bản náo lên,
9927,ꪶꪡꪒ ꪡꪱꪒ,1,,,cxđ.,1,qua loa,,ꪹꪥꪸꪒ ꪶꪡꪒ ꪡꪱꪒ ꪹꪮꪱ: làm qua loa,
9928,ꪶꪡꪒ ꪡ꫁ꪮꪙ,1,,,cxđ.,1,,,,
9929,ꪶꪡꪒ ꪡꪳ꫁ꪙ,1,,,cxđ.,1,"sôi động, náo động",,ꪶꪡꪒ ꪡꪳ꫁ꪙ ꪹꪕꪸꪉ ꪹꪣꪉ: sôi đội cả mường,
9930,ꪹꪠꪷ꫁,1,,,cxđ.,1,phở,,,
9931,ꪹꪠꪷ꫁ ꪄ꫁ꪺ,1,,,cxđ.,1,phở xào,,,
9932,ꪹꪠꪷ꫁ ꪙꪾ꫁,1,,,cxđ.,1,phở nước,,,
9933,ꪹꪠꪷ꪿ꪥ,1,,,cxđ.,1,nếu,,ꪹꪠꪷ꪿ꪥ ꪶꪁꪙ ꪒꪲ ꪹꪚꪱ꪿ ꪹꪥꪸꪒ ꪏꪲ꫁ꪙ: nếu người tốt không làm thế,
9934,ꪹꪠꪷ꪿ꪥ,2,,,cxđ.,1,,,,
9935,ꪹꪠꪷꪙ ꪹꪋꪱ,1,,,cxđ.,1,sân chầu,vh,,
9936,ꪹꪠꪷ꪿ꪙ,1,,,cxđ.,1,phấn,,ꪹꪠꪷ꪿ꪙ ꪵꪔ꫁ꪣ ꪚ꫁ꪱꪉ: phất viết bảng,
9937,ꪹꪠꪷ꪿ꪙ,1,,,cxđ.,2,phấn,,* ꪕꪱ ꪹꪠꪷ꪿ꪙ ꪕ꪿ꪱ ꪎꪮꪙ: đánh phấn bôi son,
9938,ꪹꪠꪷ꪿ꪙ,2,,,cxđ.,1,lợ,,ꪙꪾ꫁ ꪹꪠꪷ꪿ꪙ: nước lợ,
9939,ꪹꪠꪷ꪿ꪙ,2,,,cxđ.,2,nhạt,,* ꪹꪠꪷ꪿ꪙ ꪶꪎꪚ ꪹꪠꪷ꪿ꪙ ꪜꪱꪀ: nhạt mồm nhạt miệng,
9940,ꪹꪡꪷꪙ,1,,,cxđ.,1,phần,để phần,ꪹꪡꪷꪙ ꪼꪫ꫁ ꪻꪬ꫁ ꪙ꫁ꪮꪉ: để phần cho em,
9941,ꪹꪡꪷꪙ ꪨꪱꪥ,1,,,cxđ.,1,"phần lớn, phần nhiều, phần đông",,ꪹꪡꪷꪙ ꪨꪱꪥ ꪹꪭꪙ ꪈ꫁ꪮꪥ: phần lớn là nhà ngói,ꪹꪡꪷꪙ ꪨꪱꪥ ꪹꪤꪷꪙ ꪚ꫁ꪱꪙ ꪶꪎꪣ ꪻꪊ: phần lớn dân bản đồng ý
9942,ꪹꪡꪷꪙ ꪼꪫ꫁,1,,,cxđ.,1,để phần,,ꪹꪡꪷꪙ ꪼꪫ꫁ ꪻꪬ꫁ ꪶꪁꪙ ꪼꪜ ꪪꪰ꪿ꪉ: để phần cho người đi vắng,
9943,ꪹꪠꪷ꪿ꪉ,1,,,cxđ.,1,ngỏ,,ꪹꪠꪷ꪿ꪉ ꪔꪴ ꪼꪫ꫁: để ngỏ cửa,
9944,ꪹꪠꪷ꪿ꪉ,1,,,cxđ.,2,xòe,,ꪹꪠꪷ꪿ꪉ ꪎꪲ꫁ꪙ: xòe váy,
9945,ꪹꪠꪷ꪿ꪉ,1,,,cxđ.,3,,,,
9946,ꪹꪠꪷ꪿ꪉ,1,,,cxđ.,4,chờm,,ꪹꪠꪷ꪿ꪉ ꪡꪱ ꪻꪬ꫁ ꪩꪴꪀ: chờm chăn cho con,
9947,ꪹꪠꪷ꪿ꪉ ꪹꪚꪷꪬꪉ,1,,,cxđ.,1,mở tung,,ꪄꪰ꫁ꪉ ꪏꪴ ꪹꪠꪷ꪿ꪉ ꪹꪚꪷꪬꪉ ꪮꪮꪀ: cái dù mở tung ra,
9948,ꪹꪠꪷ꪿ꪉ ꪹꪚꪷꪬꪉ,1,,,cxđ.,2,xúng xính,,ꪙꪴ꪿ꪉ ꪎꪲ꫁ꪙ ꪹꪎ꫁ ꪹꪠꪷ꪿ꪉ ꪹꪚꪷꪬꪉ: mặc váy áo xúng xính,
9949,ꪹꪠꪷ꪿ꪉ ꪵꪊ,1,,,cxđ.,1,bao dung,,ꪹꪠꪷ꪿ꪉ ꪵꪊ ꪩꪴꪀ ꪨꪱꪙ: bao dung con cháu,
9950,ꪹꪠꪷ꪿ꪉ ꪹꪤ,1,,,cxđ.,1,đỡ đần,,,
9951,ꪹꪠꪷ꪿ꪉ ꪉꪺꪣ,1,,,cxđ.,1,,,,
9952,ꪹꪠꪷ꪿ꪉ ꪀ꫁ꪫꪱꪉ,1,,,cxđ.,1,lượng tình,,ꪚ꫁ꪱꪙ ꪄ꪿ꪺꪉ ꪹꪠꪷ꪿ꪉ ꪀ꫁ꪫꪱꪉ: làng xóm lượng tình,
9953,ꪹꪠꪷ꫁ꪉ,1,,,cxđ.,1,ong khoái,,,
9954,ꪹꪠꪷ꫁ꪉ,2,,,cxđ.,1,sáp ong,,,
9955,ꪠꪴ,1,,,cxđ.,1,phu,,ꪼꪜ ꪠꪴ ꪹꪥꪸꪒ ꪕꪱꪉ: đi phu làm đường,
9956,ꪠꪴ,2,,,cxđ.,1,,,,
9957,ꪠꪴ꪿,1,,,cxđ.,1,bộ,,ꪠꪴ꪿ ꪔꪰ꪿ꪉ ꪝꪱꪙ: bộ bàn ghế,ꪠꪴ꪿ ꪢꪱꪀ ꪵꪜ꪿ꪣ: bộ cúc bướm
9958,ꪠꪴ꪿,2,,,cxđ.,1,"phà, hà",,ꪠꪴ꪿ ꪮꪱꪥ: phà hơi; hà hơi,
9959,ꪠꪴ꪿,2,,,cxđ.,2,phun,,ꪠꪴ꪿ ꪙꪾ꫁ ꪻꪎ꪿ ꪼꪡ: phun nước vào lửa,
9960,ꪠꪴ꪿ ꪶꪩꪉ,1,,,cxđ.,1,cỗ ván,,,
9961,ꪠꪴ꪿ ꪼꪣ꫁,1,,,cxđ.,1,áo quan,,,
9962,ꪠꪴ꪿ ꪼꪣ꫁,2,,,cxđ.,1,bộ khung,,ꪠꪴ꪿ ꪼꪣ꫁ ꪹꪭꪙ ꪭ꫁ꪱꪙ: bộ khung nhà sàn,
9963,ꪡꪴ꪿,1,,,cxđ.,1,,,,
9964,ꪠꪴ꫁,1,,,cxđ.,1,phủ,,ꪠꪴ꫁ ꪹꪣ꪿ꪉ ꪵꪖꪉ: phủ Điện Biên,
9965,ꪠꪴ꫁,2,,,cxđ.,1,"người, kẻ",,ꪠꪴ꫁ ꪻꪒ ꪠꪲꪒ ꪠꪴ꫁ ꪙ꫁ꪽ ꪋꪲ꫁ꪫ: người nào sai người ấy chịu,* ꪠꪴ꫁ ꪭ꫁ꪱꪥ ꪠꪴ꫁ ꪒꪲ: kẻ xấu người tốt
9966,ꪠꪴ꫁,2,,,cxđ.,2,con,,ꪠꪴ꫁ ꪑꪲꪉ ꪵꪄ꪿ꪉ ꪠꪴ꫁ ꪋꪱꪥ: con gái đua với con trai,
9967,ꪠꪴ꫁ ꪚ꪿ꪱꪫ,1,,,cxđ.,1,"con trai, trai tân",,,
9968,ꪠꪴ꫁ ꪋꪱꪥ,1,,,cxđ.,1,"con trai, đàn ông, nam giới",,,
9969,ꪠꪴ꫁ ꪶꪁꪙ,1,,,cxđ.,1,con người,,ꪠꪴ꫁ ꪶꪁꪙ ꪼꪒ꫁ ꪈꪾ꪿: con người phải nghĩ,
9970,ꪠꪴ꫁ ꪼꪭ꫁,1,,,cxđ.,1,kẻ khó,,ꪣꪲ ꪻꪊ ꪮꪲ꪿ꪙ ꪒꪴ ꪠꪴ꫁ ꪼꪭ꫁: có lòng thương kẻ khó,
9971,ꪠꪴ꫁ ꪑꪲꪉ,1,,,cxđ.,1,"con gái, đàn bà, phụ nữ, nữ giới",,,
9972,ꪠꪴ꫁ ꪻꪠ,1,,,cxđ.,1,,,,
9973,ꪠꪴ꫁ ꪎꪱꪫ,1,,,cxđ.,1,"con gái, gái tân",,,
9974,ꪡꪴ,1,,,cxđ.,1,nổi,,ꪹꪚꪱ ꪡꪴ ꪘꪰꪀ ꪶꪊꪣ: nhẹ nổi nặng chìm,
9975,ꪠꪺ,1,,,cxđ.,1,chồng,,ꪹꪮꪱ ꪠꪺ: lấy chồng,ꪶꪒꪥ ꪠꪺ ꪣꪸ: đôi vợ chồng
9976,ꪠꪺ ꪭ꫁ꪱꪉ,1,,,cxđ.,1,chồng cũ,"chồng đã bỏ, chồng đã li dị",,
9977,ꪠꪺ ꪹꪄꪥ,1,,,cxđ.,1,chồng chưa cưới,,,
9978,ꪠꪺ ꪣꪸ,1,,,cxđ.,1,vợ chồng,,ꪠꪺ ꪣꪸ ꪹꪄꪱ꫁ ꪹꪩꪱ ꪡꪽ ꪝꪴ ꪹꪄꪱ ꪁꪷ꫁ ꪁ꫁ꪱꪙ: vợ chồng hòa hợp chép núi cao cũng đổ; thuận vợ thuận chồng tát biển đông cũng cạn,ꪠꪺ ꪣꪸ ꪀ꫁ꪮꪙ: độc hai vợ chồng
9979,ꪠꪴ꪿ꪀ,1,,,cxđ.,1,ráy,cây,ꪶꪎ꫁ꪣ ꪠꪰꪀ: dưa chua làm từ lá ráy,
9980,ꪠꪴ꪿ꪀ,2,,,cxđ.,1,phúc,,,
9981,ꪠꪴ꪿ꪀ ꪚꪴꪙ,1,,,cxđ.,1,phúc hậu,,,
9982,ꪠꪴ꪿ꪀ ꪒꪳ꪿ꪀ,1,,,cxđ.,1,phúc đức,,,
9983,ꪠꪴ꪿ꪀ ꪎꪷ꪿-ꪮꪮꪀ,1,,,cxđ.,1,dọc mùng,,,
9984,ꪡꪴ꫁ꪀ,1,,,cxđ.,1,phang,,ꪁ꫁ꪮꪙ ꪡꪴ꫁ꪀ ꪬꪺ ꪉꪴ: gậy phang vào đầu rắn,
9985,ꪡꪴ꫁ꪀ ꪡ꪿ꪱꪫ,1,,,cxđ.,1,vụt,,ꪁ꫁ꪮꪙ ꪡꪴ꫁ꪀ ꪡ꪿ꪱꪫ ꪶꪔ ꪹꪐꪸꪙ: gậy vụt con cáo,
9986,ꪡꪴ꫁ꪀ ꪡꪲ꪿,1,,,cxđ.,1,phục phào,,,
9987,ꪠꪴꪥ ꪠꪴꪥ,1,,,cxđ.,1,"lấm tấm, nhè nhẹ",,ꪶꪠꪙ ꪥꪴꪥ ꪠꪴꪥ ꪠꪴꪥ: mưa phùn lấm tấm,
